uci_id,name,repository_url,data_url,num_instances,num_features,has_missing_values,preprocessing_description,recommended_data_splits,is_binary,target_col
759,Glioma Grading Clinical and Mutation Features,https://archive.ics.uci.edu/dataset/759/glioma+grading+clinical+and+mutation+features+dataset,https://archive.ics.uci.edu/static/public/759/data.csv,839,23,no,"Yes. 

The original and preprocessed files differ in the following ways:
- There are 23 instances in the original file where Gender, Age_at_diagnosis, or Race feature values are ‘--’, or ‘not reported’. These instances were filtered out in the preprocessed dataset.
- Despite being present in the original dataset, we do not include the columns Project, Case_ID, and Primary_Diagnosis columns in the preprocessed dataset.
- Age_at_diagnosis feature values were converted from string to continuous value by adding day information to the corresponding year information in the dataset as a floating-point number for the preprocessing stage.

All processed and unprocessed files also exist in this directory. 

Below is a list of the additional columns of the original dataset file (and their corresponding description):
- Project column represents corresponding TCGA-LGG or TCGA-GBM project names.
- Case_ID column refers to the related project Case_ID information.
- Primary_Diagnosis column provides information related to the type of primary diagnosis. ","No. We suggest 10-fold cross-validation for feature selection, classification etc.",True,Grade
827,Sepsis Survival Minimal Clinical Records,https://archive.ics.uci.edu/dataset/827/sepsis+survival+minimal+clinical+records,https://archive.ics.uci.edu/static/public/827/data.csv,110341,3,no,All the categorical variables have been encoded (so no preprocessing is necessary).,"No recommendation, standard train-test split could be used. Can use three-way holdout split (i.e., training, validation/development, testing) when doing model selection.",True,hospital_outcome_1alive_0dead
848,Secondary Mushroom,https://archive.ics.uci.edu/dataset/848/secondary+mushroom+dataset,https://archive.ics.uci.edu/static/public/848/data.csv,61068,20,yes,,,True,class
849,Power Consumption of Tetouan City,https://archive.ics.uci.edu/dataset/849/power+consumption+of+tetouan+city,https://archive.ics.uci.edu/static/public/849/data.csv,52417,6,no,,,False,Zone 1 Power Consumption;Zone 2  Power Consumption;Zone 3  Power Consumption
850,Raisin,https://archive.ics.uci.edu/dataset/850/raisin,https://archive.ics.uci.edu/static/public/850/data.csv,900,7,no,,,True,Class
851,Steel Industry Energy Consumption,https://archive.ics.uci.edu/dataset/851/steel+industry+energy+consumption,https://archive.ics.uci.edu/static/public/851/data.csv,35040,9,no,,,True,Load_Type
856,Higher Education Students Performance Evaluation,https://archive.ics.uci.edu/dataset/856/higher+education+students+performance+evaluation,https://archive.ics.uci.edu/static/public/856/data.csv,145,31,no,,,True,OUTPUT Grade
857,Risk Factor Prediction of Chronic Kidney Disease,https://archive.ics.uci.edu/dataset/857/risk+factor+prediction+of+chronic+kidney+disease,https://archive.ics.uci.edu/static/public/857/data.csv,200,28,no,"This dataset is not pre-processed, if you want to apply a Machine learning Algorithm at first you have to need to pre-process the data",,True,class
863,Maternal Health Risk,https://archive.ics.uci.edu/dataset/863/maternal+health+risk,https://archive.ics.uci.edu/static/public/863/data.csv,1013,6,no,,,True,RiskLevel
864,Room Occupancy Estimation,https://archive.ics.uci.edu/dataset/864/room+occupancy+estimation,https://archive.ics.uci.edu/static/public/864/data.csv,10129,18,no,,,True,Room_Occupancy_Count
878,Cirrhosis Patient Survival Prediction,https://archive.ics.uci.edu/dataset/878/cirrhosis+patient+survival+prediction+dataset-1,https://archive.ics.uci.edu/static/public/878/data.csv,418,17,yes,"1. Drop all the rows where miss value (NA) were present in the Drug column
2. Impute missing values with mean results
3. One-hot encoding for all category attributes",,True,Status
880,SUPPORT2,https://archive.ics.uci.edu/dataset/880/support2,https://archive.ics.uci.edu/static/public/880/data.csv,9105,42,yes,"No.  Due to the high percentage of missing values, there are a couple of recommended imputation values:
According to the HBiostat Repository (https://hbiostat.org/data/repo/supportdesc, Professor Frank Harrell) the following default values have been found to be useful in imputing missing baseline physiologic data:
Baseline Variable	Normal Fill-in Value
- Serum albumin (alb)	3.5
- PaO2/FiO2 ratio (pafi) 	333.3
- Bilirubin (bili)	1.01
- Creatinine (crea)	1.01
- bun	6.51
- White blood count (wblc)	9 (thousands)
- Urine output (urine)	2502
There are 159 patients surviving 2 months for whom there were no patient or surrogate interviews. These patients have missing sfdm2.","No recommendation, standard train-test split could be used. Can use three-way holdout split (i.e., train-validation-test) when doing model selection.",False,death;hospdead;sfdm2
887,National Health and Nutrition Health Survey 2013-2014 (NHANES) Age Prediction Subset,https://archive.ics.uci.edu/dataset/887/national+health+and+nutrition+health+survey+2013-2014+(nhanes)+age+prediction+subset,https://archive.ics.uci.edu/static/public/887/data.csv,6287,7,no,"For this subset respondents 65 years old and older were labeled  as “senior” and all individuals under 65 years old as “non-senior.”
",,True,age_group
890,AIDS Clinical Trials Group Study 175,https://archive.ics.uci.edu/dataset/890/aids+clinical+trials+group+study+175,https://archive.ics.uci.edu/static/public/890/data.csv,2139,23,no,No,Cross validation or a single train-test split could be used.,True,cid
891,CDC Diabetes Health Indicators,https://archive.ics.uci.edu/dataset/891/cdc+diabetes+health+indicators,https://archive.ics.uci.edu/static/public/891/data.csv,253680,21,no,Bucketing of age,Cross validation or a fixed train-test split could be used.,True,Diabetes_binary
915,Differentiated Thyroid Cancer Recurrence,https://archive.ics.uci.edu/dataset/915/differentiated+thyroid+cancer+recurrence,https://archive.ics.uci.edu/static/public/915/data.csv,383,16,no,,No,True,Recurred
925,Infrared Thermography Temperature,https://archive.ics.uci.edu/dataset/925/infrared+thermography+temperature+dataset,https://archive.ics.uci.edu/static/public/925/data.csv,1020,33,no,,,False,aveOralF;aveOralM
936,National Poll on Healthy Aging (NPHA),https://archive.ics.uci.edu/dataset/936/national+poll+on+healthy+aging+(npha),https://archive.ics.uci.edu/static/public/936/data.csv,714,14,no,For this subset of the original NPHA dataset we chose 14 features related to health and sleep to use for the prediction task. We then removed all survey respondents with missing responses for any of the chosen features.,,True,Number_of_Doctors_Visited
938,Regensburg Pediatric Appendicitis,https://archive.ics.uci.edu/dataset/938/regensburg+pediatric+appendicitis,https://archive.ics.uci.edu/static/public/938/data.csv,782,53,yes,,,False,Management;Severity;Diagnosis
942,RT-IoT2022 ,https://archive.ics.uci.edu/dataset/942/rt-iot2022,https://archive.ics.uci.edu/static/public/942/data.csv,123117,83,no,,,True,Attack_type
967,PhiUSIIL Phishing URL (Website),https://archive.ics.uci.edu/dataset/967/phiusiil+phishing+url+dataset,https://archive.ics.uci.edu/static/public/967/data.csv,235795,54,no,,,True,label
